ADDRESS,RD,INC_,TYPE_CODE,CALL_TYPE,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,FID
2900 BLOCK OF N 45TH ST,11,5000,4152,ASLT NO WEAP,80,B6-000565,216,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,200,SUN,2016/01/03 00:00:00+00,216,0,150,136
2900 BLOCK OF S 11TH ST,112,24000,0,MISC OTHER,80,B6-000750,2343,2016/01/03 00:00:00+00,TUE,2015/12/29 00:00:00+00,1700,SUN,2016/01/03 00:00:00+00,1900,0,0,137
300 BLOCK OF CANOPY ST,21,12000,0,DISTURBNCE,12,B6-000553,35,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,0,SUN,2016/01/03 00:00:00+00,35,0,0,138
300 BLOCK OF W O ST,152,23300,6203,LSL $1-49,36,B6-000660,1448,2016/01/03 00:00:00+00,SAT,2016/01/02 00:00:00+00,2008,SAT,2016/01/02 00:00:00+00,2008,10,0,139
3000 BLOCK OF STEPHANOS DR,177,23500,6303,LFA $1-49,80,B6-000728,2106,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,2100,,,,2,0,140
3300 BLOCK OF N 27TH ST,113,12000,0,DISTURBNCE,24,B6-000655,1428,2016/01/03 00:00:00+00,SAT,2015/01/03 00:00:00+00,1428,,,,0,0,141
33RD & CENTER,32,27111,8600,NARCOTICS,1,B6-000548,35,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,20,SUN,2016/01/03 00:00:00+00,34,0,0,142
3400 BLOCK OF W ST,30,27111,8600,NARCOTICS,1,B6-000582,330,2016/01/03 00:00:00+00,SAT,2015/01/03 00:00:00+00,300,SUN,2016/01/03 00:00:00+00,330,0,0,143
3800 BLOCK OF W O ST,150,27111,8600,NARCOTICS,75,B6-000583,332,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,223,SUN,2016/01/03 00:00:00+00,332,0,0,144
4100 BLOCK OF HOLDREGE ST,34,5000,4151,ASLT NO WEAP,83,B6-000724,2053,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,2040,SUN,2016/01/03 00:00:00+00,2053,0,0,145
4200 BLOCK OF N 61ST ST,5,40222,0,SP SERVICE,76,B6-000614,1019,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,1019,,,,0,0,146
4300 BLOCK OF BALDWIN AV,11,23600,6403,LAA $1-49,0,B6-E00003,1240,2016/01/03 00:00:00+00,,2016/01/02 00:00:00+00,2300,,2016/01/03 00:00:00+00,1100,21,0,147
4400 BLOCK OF N 1ST ST,133,6000,5213,BURG NRU FE,92,B6-000596,727,2016/01/03 00:00:00+00,FRI,2015/01/02 00:00:00+00,1700,SAT,2015/01/03 00:00:00+00,700,40,5000,148
4500 BLOCK OF STOCKWELL ST,106,12000,0,DISTURBNCE,80,B6-000679,1708,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,1600,SUN,2016/01/03 00:00:00+00,1708,0,0,149
4600 BLOCK OF HOLDREGE ST,32,23600,6403,LAA $1-49,80,B6-000577,241,2016/01/03 00:00:00+00,WED,2015/12/30 00:00:00+00,1,SUN,2016/01/03 00:00:00+00,224,14,0,150
4700 BLOCK OF N 27TH ST,116,23300,6202,LSL $50-199,17,B6-000646,1351,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,1330,SUN,2016/01/03 00:00:00+00,1351,120,0,151
4700 BLOCK OF N 27TH ST,116,24244,0,TRESPASS,17,B6-000673,1603,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,1545,SUN,2016/01/03 00:00:00+00,1603,0,0,152
500 BLOCK OF S 27TH ST,63,61000,8200,PHONE/COMP,80,B6-000578,249,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,200,SUN,2016/01/03 00:00:00+00,240,0,0,153
5000 BLOCK OF STARLING DR,180,23500,6302,LFA $50-199,80,B6-000670,1547,2016/01/03 00:00:00+00,THU,2015/01/01 00:00:00+00,2230,SAT,2016/01/02 00:00:00+00,2030,185,0,154
5300 BLOCK OF SALT VALLEY VW,166,13000,0,DISTURBNCE,84,B6-000592,650,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,645,SUN,2016/01/03 00:00:00+00,650,0,0,155
600 BLOCK OF S 20TH ST,68,42000,9400,VANDALISM,84,B6-000587,535,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,530,,,,0,300,156
600 BLOCK OF S 27TH ST,63,12000,0,DISTURBNCE,83,B6-000618,1119,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,1119,,,,0,0,157
6000 BLOCK OF MERIDIAN DR,117,23600,6403,LAA $1-49,84,B6-000680,1714,2016/01/03 00:00:00+00,THU,2015/12/31 00:00:00+00,1700,SUN,2016/01/03 00:00:00+00,1700,21,0,158
6100 BLOCK OF O ST,47,5000,4152,ASLT NO WEAP,28,B6-000642,1335,2016/01/03 00:00:00+00,FRI,2015/01/02 00:00:00+00,1400,FRI,2015/01/02 00:00:00+00,1500,0,0,159
6100 BLOCK OF O ST,47,23300,6203,LSL $1-49,28,B6-000647,1355,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,1355,,,,45,0,160
6100 BLOCK OF O ST,47,54111,9800,LOST/STOLE,17,B6-000659,1400,2016/01/03 00:00:00+00,FRI,2016/01/01 00:00:00+00,1530,FRI,2016/01/01 00:00:00+00,1545,10000,0,161
6200 BLOCK OF WALKER AVE,8,25211,9510,MS PERS JUV,80,B6-000706,1929,2016/01/03 00:00:00+00,,2016/01/02 00:00:00+00,2130,,,,0,0,162
6500 BLOCK OF O ST,47,17400,9300,COUNTERFEIT,24,B6-000743,2316,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,2300,SUN,2016/01/03 00:00:00+00,2316,0,0,163
6500 BLOCK OF O ST,47,27111,8600,NARCOTICS,24,B6-000749,2345,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,2300,SUN,2016/01/03 00:00:00+00,2345,0,0,164
6700 BLOCK OF S 14TH ST,165,9300,7500,CHILD A/N,63,B6-000725,2035,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,2030,,,,0,0,165
700 BLOCK OF W FAIRFIELD ST,137,5100,4152,ASLT NO WEAP,82,B6-000589,612,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,530,SUN,2016/01/03 00:00:00+00,612,0,75,166
700 BLOCK OF W FAIRFIELD ST,137,9000,7500,CHILD A/N,82,B6-000593,717,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,530,SUN,2016/01/03 00:00:00+00,612,0,0,167
700 BLOCK OF W FAIRFIELD ST,137,27111,8600,NARCOTICS,82,B6-000594,717,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,612,SAT,2015/01/03 00:00:00+00,715,0,0,168
7400 BLOCK OF BRENTWOOD ST,207,5100,4152,ASLT NO WEAP,80,B6-000600,802,2016/01/03 00:00:00+00,SAT,2016/01/02 00:00:00+00,2300,,,,0,0,169
7900 BLOCK OF CASEY LN,183,23500,6301,LFA $200 +,80,B6-E00002,737,2016/01/03 00:00:00+00,,2015/12/31 00:00:00+00,1800,,2016/01/02 00:00:00+00,1800,2475,0,170
900 BLOCK OF OAK ST,124,27111,8600,NARCOTICS,86,B6-000608,919,2016/01/03 00:00:00+00,SAT,2015/01/03 00:00:00+00,919,,,,0,0,171
900 BLOCK OF S 29TH ST,564,61000,8200,PHONE/COMP,82,B6-000685,1721,2016/01/03 00:00:00+00,SUN,2015/11/01 00:00:00+00,800,SUN,2016/01/03 00:00:00+00,1721,0,0,172
PINNACLE ARENA & P,21,27111,8600,NARCOTICS,1,B6-000674,1620,2016/01/03 00:00:00+00,SUN,2016/01/03 00:00:00+00,1610,SUN,2016/01/03 00:00:00+00,1610,0,0,173
1000 BLOCK OF N 46TH ST,34,9000,7500,CHILD A/N,80,B6-000781,523,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,30,MON,2016/01/04 00:00:00+00,115,0,0,174
1000 BLOCK OF N 46TH ST,34,5100,4152,ASLT NO WEAP,80,B6-000760,115,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,115,,,,0,0,175
1000 BLOCK OF NEW HAMPSHIRE ST,18,41000,7100,AT CAR,80,B6-000933,1918,2016/01/04 00:00:00+00,SUN,2016/01/03 00:00:00+00,1400,MON,2016/01/04 00:00:00+00,1900,6003,0,176
1000 BLOCK OF S 22ND ST,466,9000,7500,CHILD A/N,80,B6-000817,1044,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,1040,,,,0,0,177
10TH & E,86,27111,8600,NARCOTICS,1,B6-000984,2258,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,2258,MON,2016/01/04 00:00:00+00,2258,0,0,178
1100 BLOCK OF ELDON DR,51,13000,0,DISTURBNCE,80,B6-000987,2330,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,900,MON,2016/01/04 00:00:00+00,2330,0,0,179
1100 BLOCK OF F ST,83,12000,0,DISTURBNCE,86,B6-000945,2016,2016/01/04 00:00:00+00,SUN,2016/01/03 00:00:00+00,415,SUN,2016/01/03 00:00:00+00,419,0,0,180
1100 BLOCK OF STARVIEW LN,166,41100,9195,LAR AS BAIL,80,B6-000919,1818,2016/01/04 00:00:00+00,SUN,2015/12/20 00:00:00+00,1045,MON,2016/01/04 00:00:00+00,1800,0,0,181
1200 BLOCK OF E ST,86,41100,9195,LAR AS BAIL,84,B6-000772,345,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,330,MON,2016/01/04 00:00:00+00,345,0,0,182
1200 BLOCK OF IRVING ST,130,42000,9443,VAND/VEH,80,B6-000874,1527,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,1,MON,2016/01/04 00:00:00+00,1500,0,150,183
1200 BLOCK OF S 48TH ST,53,23900,6901,LAR $200 +,37,B6-000829,1124,2016/01/04 00:00:00+00,WED,2015/12/30 00:00:00+00,1800,MON,2016/01/04 00:00:00+00,1100,1025,10,184
1200 BLOCK OF W JEAN AVE,156,41100,9195,LAR AS BAIL,80,B6-000949,2032,2016/01/04 00:00:00+00,SAT,2016/01/02 00:00:00+00,2200,,,,0,0,185
1300 BLOCK OF E ST,85,23400,6601,LFB $200 +,84,B6-000765,210,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,1,MON,2016/01/04 00:00:00+00,150,450,0,186
1300 BLOCK OF N 19TH ST,17,42000,9400,VANDALISM,3,B6-000944,2004,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,1132,MON,2016/01/04 00:00:00+00,1135,0,1000,187
1300 BLOCK OF N 20TH ST,17,11510,1101,MURDER,1,B6-000830,1135,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,1130,MON,2016/01/04 00:00:00+00,1133,0,0,188
1300 BLOCK OF S 37TH ST,61,12000,0,DISTURBNCE,80,B6-000861,1345,2016/01/04 00:00:00+00,FRI,2016/01/01 00:00:00+00,1200,MON,2016/01/04 00:00:00+00,1330,0,0,189
1600 BLOCK OF DEWEESE DR,39,23600,6401,LAA $200 +,83,B6-000854,1418,2016/01/04 00:00:00+00,SAT,2016/01/02 00:00:00+00,1700,MON,2016/01/04 00:00:00+00,1400,500,0,190
1600 BLOCK OF PROSPECT ST,94,25211,9510,MS PERS JUV,84,B6-000963,2118,2016/01/04 00:00:00+00,,2016/01/04 00:00:00+00,1400,,,,0,0,191
1600 BLOCK OF PROSPECT ST,94,25211,9510,MS PERS JUV,80,B6-000769,232,2016/01/04 00:00:00+00,,2016/01/03 00:00:00+00,1500,,,,0,0,192
1900 BLOCK OF N 32ND ST,14,12000,0,DISTURBNCE,80,B6-000969,2158,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,2145,MON,2016/01/04 00:00:00+00,2158,0,0,193
1900 BLOCK OF NW 46TH ST,150,6000,5121,BURG RD NFE,80,B6-000828,1125,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,1100,MON,2016/01/04 00:00:00+00,1125,0,50,194
1900 BLOCK OF NW 46TH ST,150,5000,4151,ASLT NO WEAP,80,B6-000840,1233,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,1100,MON,2016/01/04 00:00:00+00,1125,0,0,195
2000 BLOCK OF N 59TH ST,40,6000,5133,BURG RU ATT,80,B6-000875,1532,2016/01/04 00:00:00+00,THU,2015/12/31 00:00:00+00,1400,SAT,2016/01/02 00:00:00+00,1400,0,25,196
2200 BLOCK OF W MILLSTONE RD,157,29500,9100,FRAUD,80,B6-000803,852,2016/01/04 00:00:00+00,THU,2015/12/17 00:00:00+00,1700,TUE,2015/12/22 00:00:00+00,1200,0,0,197
2400 BLOCK OF PARK AVE,499,25111,9500,MS PERS,80,B6-000836,1207,2016/01/04 00:00:00+00,,2016/01/04 00:00:00+00,720,,,,0,0,198
2400 BLOCK OF S 56TH ST,181,23400,6601,LFB $200 +,57,B6-000820,1102,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,930,MON,2016/01/04 00:00:00+00,1030,300,0,199
2500 BLOCK OF S 37TH ST,102,13000,0,DISTURBNCE,80,B6-000982,2302,2016/01/04 00:00:00+00,MON,2016/01/04 00:00:00+00,2250,MON,2016/01/04 00:00:00+00,2300,0,0,200
4700 BLOCK OF BRIARPARK DR,177,9000,7500,CHILD A/N,84,B6-001199,1807,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1800,TUE,2016/01/05 00:00:00+00,1807,0,0,201
4700 BLOCK OF DUDLEY ST,34,23400,6601,LFB $200 +,12,B6-001049,851,2016/01/05 00:00:00+00,FRI,2016/01/01 00:00:00+00,1800,FRI,2016/01/01 00:00:00+00,2200,200,0,202
4700 BLOCK OF N 27TH ST,116,23300,6201,LSL $200 +,17,B6-001184,1703,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1700,,,,769,0,203
4700 BLOCK OF N 27TH ST,116,23300,6202,LSL $50-199,17,B6-001248,2115,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,2055,TUE,2016/01/05 00:00:00+00,2110,61,0,204
4800 BLOCK OF DUDLEY ST,38,27111,8600,NARCOTICS,1,B6-001003,204,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,204,,,,0,0,205
5000 BLOCK OF R ST,36,23500,6303,LFA $1-49,84,B6-001063,948,2016/01/05 00:00:00+00,TUE,2015/12/08 00:00:00+00,UNK,WED,2015/12/09 00:00:00+00,UNK,22,0,206
5000 BLOCK OF RENT-WORTH CT,179,12000,0,DISTURBNCE,35,B6-001032,723,2016/01/05 00:00:00+00,SUN,2015/01/04 00:00:00+00,1200,,,,0,0,207
5100 BLOCK OF W HUGHES ST,145,12401,0,DISTURBNCE,82,B6-001095,1116,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1026,TUE,2016/01/05 00:00:00+00,1116,0,0,208
5200 BLOCK OF CORNHUSKER HWY,114,27111,8600,NARCOTICS,86,B6-001239,2006,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,2006,TUE,2016/01/05 00:00:00+00,2006,0,0,209
5200 BLOCK OF W VANCE RD,145,24000,0,MISC OTHER,82,B6-001118,1303,2016/01/05 00:00:00+00,MON,2015/01/05 00:00:00+00,1130,MON,2015/01/05 00:00:00+00,1300,0,0,210
5400 BLOCK OF S 16TH ST,162,9200,7500,CHILD A/N,28,B6-001151,1520,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1452,TUE,2016/01/05 00:00:00+00,1520,0,0,211
5900 BLOCK OF ADAMS ST,8,23900,6903,LAR $1-49,28,B6-001148,1519,2016/01/05 00:00:00+00,TUE,2015/12/01 00:00:00+00,800,THU,2015/12/31 00:00:00+00,800,15,0,212
6000 BLOCK OF VILLAGE DR,178,12000,0,DISTURBNCE,35,B6-001048,844,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,730,,,,0,0,213
60TH & BALDWIN,8,5000,4152,ASLT NO WEAP,1,B6-001056,911,2016/01/05 00:00:00+00,FRI,2015/12/18 00:00:00+00,1315,FRI,2015/12/18 00:00:00+00,1340,0,0,214
6500 BLOCK OF GARLAND ST,40,42000,9400,VANDALISM,84,B6-001153,1525,2016/01/05 00:00:00+00,SUN,2015/01/04 00:00:00+00,1600,MON,2015/01/05 00:00:00+00,1400,0,1000,215
6900 BLOCK OF AYLESWORTH AVE,43,9000,7500,CHILD A/N,80,B6-001189,1716,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1,TUE,2016/01/05 00:00:00+00,1715,0,0,216
7000 BLOCK OF O ST,45,23300,6202,LSL $50-199,18,B6-001165,1607,2016/01/05 00:00:00+00,MON,2016/01/04 00:00:00+00,1504,MON,2016/01/04 00:00:00+00,1519,60,0,217
7100 BLOCK OF PIONEERS BLVD,183,37000,3103,ROB GUN,36,B6-000991,3,2016/01/05 00:00:00+00,MON,2016/01/04 00:00:00+00,2355,TUE,2016/01/05 00:00:00+00,3,50,0,218
7400 BLOCK OF N 16TH ST,217,42000,9400,VANDALISM,76,B6-001011,455,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,130,TUE,2016/01/05 00:00:00+00,455,0,100,219
800 BLOCK OF W BURNHAM ST,168,27111,8600,NARCOTICS,94,B6-001046,814,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,745,TUE,2016/01/05 00:00:00+00,813,0,0,220
8400 BLOCK OF ANDERMATT DR,200,40166,0,LIC CHECK,12,B6-001029,728,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,728,,,,0,0,221
8800 BLOCK OF AMBER HILL CT,200,23400,6601,LFB $200 +,86,B6-001114,1246,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,920,TUE,2016/01/05 00:00:00+00,1120,5600,0,222
900 BLOCK OF D ST,86,23400,6603,LFB $1-49,82,B6-001176,1623,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1230,TUE,2016/01/05 00:00:00+00,1600,2,0,223
NW 48TH & W O,149,27222,8600,NARCOTICS,1,B6-001213,1816,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1810,TUE,2016/01/05 00:00:00+00,1816,0,0,224
SOCIAL MEDIA,99,61000,0,PHONE/OTH,69,B6-001082,1102,2016/01/05 00:00:00+00,WED,2015/12/02 00:00:00+00,1200,FRI,2016/01/01 00:00:00+00,1200,0,0,225
1100 BLOCK OF F ST,86,5000,4152,ASLT NO WEAP,84,B6-001483,1643,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1000,WED,2016/01/06 00:00:00+00,1200,0,0,226
1200 BLOCK OF A ST,85,23400,6603,LFB $1-49,84,B6-001432,1416,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,330,WED,2016/01/06 00:00:00+00,420,30,0,227
1200 BLOCK OF RADCLIFF ST,166,5000,4152,ASLT NO WEAP,75,B6-001340,826,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,808,,,,0,0,228
12TH & WASHINGTON,85,27111,8600,NARCOTICS,1,B6-001558,2154,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,2154,,,,0,0,229
1300 BLOCK OF S 12TH ST,95,5000,4121,ASLT KNIFE,80,B6-001531,1925,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1830,,,,0,0,230
1300 BLOCK OF S 12TH ST,86,42000,9400,VANDALISM,80,B6-001532,1843,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1830,WED,2016/01/06 00:00:00+00,1843,0,200,231
1400 BLOCK OF N 24TH ST,16,38910,0,SEX OFF,80,B6-001375,1059,2016/01/06 00:00:00+00,TUE,2015/12/01 00:00:00+00,800,THU,2015/12/31 00:00:00+00,1600,0,0,232
1500 BLOCK OF S 19TH ST,97,27111,8600,NARCOTICS,80,B6-001470,1554,2016/01/06 00:00:00+00,TUE,2015/01/06 00:00:00+00,1520,,,,0,0,233
1500 BLOCK OF S FOLSOM ST,156,13000,0,DISTURBNCE,84,B6-001376,1115,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1110,WED,2016/01/06 00:00:00+00,1115,0,0,234
1500 BLOCK OF WASHINGTON ST,94,41000,7200,AT TRK/BUS,1,B6-001317,635,2016/01/06 00:00:00+00,TUE,2016/01/05 00:00:00+00,2000,WED,2016/01/06 00:00:00+00,635,2500,0,235
16TH & U,24,27111,8600,NARCOTICS,1,B6-001290,105,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,105,,,,0,0,236
1700 BLOCK OF WASHINGTON ST,97,23300,6203,LSL $1-49,21,B6-001556,2155,2016/01/06 00:00:00+00,TUE,2015/01/06 00:00:00+00,2145,TUE,2015/01/06 00:00:00+00,2155,11,0,237
1900 BLOCK OF G ST,68,23500,6304,LFA ATTEMPT,84,B6-001335,804,2016/01/06 00:00:00+00,TUE,2016/01/05 00:00:00+00,1700,WED,2016/01/06 00:00:00+00,755,0,0,238
1900 BLOCK OF S 10TH ST,94,9300,7500,CHILD A/N,80,B6-001458,1520,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1500,WED,2016/01/06 00:00:00+00,1520,0,0,239
200 BLOCK OF N 48TH ST,35,23300,6203,LSL $1-49,21,B6-001503,1747,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1535,WED,2016/01/06 00:00:00+00,1745,5,0,240
2100 BLOCK OF GARFIELD ST,97,9000,7511,CONT MINOR,80,B6-001420,1346,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1300,,,,0,0,241
2100 BLOCK OF SW 19TH ST,156,12000,0,DISTURBNCE,82,B6-001514,1817,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1730,,,,0,0,242
2400 BLOCK OF Q ST,15,12000,0,DISTURBNCE,76,B6-001386,1137,2016/01/06 00:00:00+00,THU,2015/10/15 00:00:00+00,1400,THU,2015/10/15 00:00:00+00,1600,0,0,243
2500 BLOCK OF N 9TH ST,125,12401,0,DISTURBNCE,84,B6-001285,50,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,15,WED,2016/01/06 00:00:00+00,45,0,0,244
2500 BLOCK OF SW 16TH ST,156,23500,6303,LFA $1-49,80,B6-001356,901,2016/01/06 00:00:00+00,TUE,2016/01/05 00:00:00+00,1600,WED,2016/01/06 00:00:00+00,900,2,0,245
2600 BLOCK OF K ST,70,23500,6302,LFA $50-199,84,B6-001401,1233,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1200,WED,2016/01/06 00:00:00+00,1230,50,0,246
2600 BLOCK OF N 5TH ST,134,23900,6903,LAR $1-49,10,B6-001332,757,2016/01/06 00:00:00+00,THU,2015/12/24 00:00:00+00,1,SAT,2016/01/02 00:00:00+00,2300,20,0,247
2600 BLOCK OF N 63RD ST,8,42000,9400,VANDALISM,90,B6-001405,1254,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1250,WED,2016/01/06 00:00:00+00,1253,0,15,248
2700 BLOCK OF ARLINGTON AVE,598,6000,5112,BURG RN FE,80,B6-001316,606,2016/01/06 00:00:00+00,TUE,2016/01/05 00:00:00+00,2100,WED,2016/01/06 00:00:00+00,600,14145,20,249
2800 BLOCK OF DUDLEY ST,15,6000,5112,BURG RN FE,82,B6-001546,2045,2016/01/06 00:00:00+00,WED,2016/01/06 00:00:00+00,1800,WED,2016/01/06 00:00:00+00,2030,0,10,250
14TH & O,78,27111,8600,NARCOTICS,1,B6-001150,1515,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1515,TUE,2016/01/05 00:00:00+00,1515,0,0,251
1500 BLOCK OF PATTERSON DR,156,23500,6302,LFA $50-199,80,B6-001203,1737,2016/01/05 00:00:00+00,MON,2016/01/04 00:00:00+00,2100,TUE,2016/01/05 00:00:00+00,700,80,0,252
1500 BLOCK OF S 25TH ST,13,5100,4152,ASLT NO WEAP,80,B6-001061,942,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,530,TUE,2016/01/05 00:00:00+00,545,0,0,253
1500 BLOCK OF SUPERIOR ST,129,24000,0,MISC OTHER,84,B6-001093,1125,2016/01/05 00:00:00+00,MON,2015/01/05 00:00:00+00,1120,,,,0,0,254
1600 BLOCK OF CENTER PARK RD,162,11200,9910,DEATH,44,B6-001096,1125,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1040,TUE,2016/01/05 00:00:00+00,1115,0,0,255
1600 BLOCK OF S 40TH ST,59,54111,9800,LOST/STOLE,99,B6-001212,1841,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1600,,,,200,0,256
1700 BLOCK OF N 32ND ST,14,6000,5131,BURG RD ATT,80,B6-001100,1155,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1100,TUE,2016/01/05 00:00:00+00,1150,0,10,257
1700 BLOCK OF PRAIRIE LN,131,35333,0,SUSP VEH,1,B6-001143,1447,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,1440,,,,0,0,258
1800 BLOCK OF E ST,68,42000,9400,VANDALISM,84,B6-001066,1001,2016/01/05 00:00:00+00,TUE,2015/12/29 00:00:00+00,1,THU,2015/12/31 00:00:00+00,2359,0,200,259
1800 BLOCK OF N 30TH ST,14,9300,7500,CHILD A/N,80,B6-001065,959,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,850,MON,2015/01/05 00:00:00+00,959,0,0,260
18TH & H,68,42000,9443,VAND/VEH,1,B6-001090,1115,2016/01/05 00:00:00+00,MON,2016/01/04 00:00:00+00,2330,TUE,2016/01/05 00:00:00+00,1115,0,200,261
1900 BLOCK OF S 13TH ST,94,23900,6901,LAR $200 +,84,B6-001104,1213,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,600,TUE,2016/01/05 00:00:00+00,1000,500,0,262
200 BLOCK OF N 66TH ST,47,23300,6201,LSL $200 +,28,B6-001194,1739,2016/01/05 00:00:00+00,MON,2015/01/05 00:00:00+00,1730,MON,2015/01/05 00:00:00+00,1739,900,0,263
200 BLOCK OF N 9TH ST,21,40166,0,LIC CHECK,17,B6-001028,727,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,727,,,,0,0,264
200 BLOCK OF N 9TH ST,21,42000,9443,VAND/VEH,31,B6-001209,1810,2016/01/05 00:00:00+00,MON,2015/01/05 00:00:00+00,1715,MON,2015/01/05 00:00:00+00,1730,0,20,265
2000 BLOCK OF N 31ST ST,14,42000,9400,VANDALISM,80,B6-001006,316,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,245,,,,0,50,266
2000 BLOCK OF O ST,72,6000,5212,BURG NRN FE,28,B6-001017,543,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,530,TUE,2016/01/05 00:00:00+00,532,0,250,267
2000 BLOCK OF S 27TH ST,598,29500,9100,FRAUD,1,B6-001245,2107,2016/01/05 00:00:00+00,TUE,2016/01/05 00:00:00+00,2045,TUE,2016/01/05 00:00:00+00,2100,0,0,268
2100 BLOCK OF S 34TH ST,102,42000,9400,VANDALISM,80,B6-001034,726,2016/01/05 00:00:00+00,MON,2016/01/04 00:00:00+00,2130,TUE,2016/01/05 00:00:00+00,530,0,360,269
